order_id,symbol,order_side,size,price,status,created_at
3344,,,,,CLOSED,1693975508
3345,BTC-USDT,SELL,0.79,34045.0,OPEN,1694307608
3345,,,,,CLOSED,1693980408
3346,BTC-USDT,BUY,0.75,33960.0,OPEN,1694307708
3347,BTC-USDT,SELL,0.79,34050.0,OPEN,1694307808
3347,,,,,CLOSED,1693981008
3348,BTC-USDT,SELL,0.81,34020.0,OPEN,1694307908
3349,BTC-USDT,SELL,0.47,34010.0,OPEN,1694308008
3350,BTC-USDT,BUY,0.98,33980.0,OPEN,1694308108
3350,,,,,CLOSED,1693981108
3351,BTC-USDT,SELL,0.75,34020.0,OPEN,1694308208
3352,BTC-USDT,BUY,0.66,33965.0,OPEN,1694308308
3353,BTC-USDT,BUY,0.83,33980.0,OPEN,1694308408
3353,,,,,CLOSED,1693975508
3354,BTC-USDT,SELL,0.23,34020.0,OPEN,1694308508
3354,,,,,CLOSED,1693980808
3355,BTC-USDT,BUY,0.61,33985.0,OPEN,1694308608
3355,,,,,CLOSED,1693973508
3356,BTC-USDT,BUY,0.33,33970.0,OPEN,1694308708
3357,BTC-USDT,BUY,0.26,33960.0,OPEN,1694308808
3358,BTC-USDT,SELL,0.33,34025.0,OPEN,1694308908
3359,BTC-USDT,SELL,0.65,34020.0,OPEN,1694309008
3360,BTC-USDT,BUY,0.97,33985.0,OPEN,1694309108
3361,BTC-USDT,SELL,0.4,34010.0,OPEN,1694309208
3362,BTC-USDT,SELL,0.45,34025.0,OPEN,1694309308
3363,BTC-USDT,SELL,0.85,34020.0,OPEN,1694309408
3364,BTC-USDT,SELL,0.3,34010.0,OPEN,1694309508
3364,,,,,CLOSED,1693973808
3365,BTC-USDT,SELL,0.23,34010.0,OPEN,1694309608
3365,,,,,CLOSED,1693980708
3366,BTC-USDT,BUY,0.23,33955.0,OPEN,1694309708
3366,,,,,CLOSED,1693977608
3367,BTC-USDT,SELL,0.58,34015.0,OPEN,1694309808
3368,BTC-USDT,SELL,0.22,34025.0,OPEN,1694309908
3369,BTC-USDT,BUY,0.48,33970.0,OPEN,1694310008
3370,BTC-USDT,BUY,0.4,33955.0,OPEN,1694310108
3371,BTC-USDT,SELL,0.96,34025.0,OPEN,1694310208
3372,BTC-USDT,SELL,0.79,34050.0,OPEN,1694310308
3373,BTC-USDT,BUY,0.88,33985.0,OPEN,1694310408
3374,BTC-USDT,BUY,0.49,33970.0,OPEN,1694310508
3375,BTC-USDT,SELL,0.28,34040.0,OPEN,1694310608
3376,BTC-USDT,SELL,0.66,34030.0,OPEN,1694310708
3376,,,,,CLOSED,1693981008
3377,BTC-USDT,BUY,0.9,33950.0,OPEN,1694310808
3378,BTC-USDT,SELL,0.9,34010.0,OPEN,1694310908
3379,BTC-USDT,SELL,0.98,34010.0,OPEN,1694311008
3380,BTC-USDT,SELL,0.41,34020.0,OPEN,1694311108
3381,BTC-USDT,SELL,0.41,34020.0,OPEN,1694311208
3382,BTC-USDT,SELL,0.51,34030.0,OPEN,1694311308
3383,BTC-USDT,BUY,0.15,33950.0,OPEN,1694311408
3384,BTC-USDT,SELL,0.99,34035.0,OPEN,1694311508
3384,,,,,CLOSED,1693981108
3385,BTC-USDT,BUY,0.74,33980.0,OPEN,1694311608
3385,,,,,CLOSED,1693977608
3386,BTC-USDT,SELL,0.19,34010.0,OPEN,1694311708
3387,BTC-USDT,BUY,0.8,33975.0,OPEN,1694311808
3388,BTC-USDT,BUY,0.91,33990.0,OPEN,1694311908
3389,BTC-USDT,BUY,0.33,33970.0,OPEN,1694312008
3390,BTC-USDT,SELL,0.62,34040.0,OPEN,1694312108
3391,BTC-USDT,SELL,0.74,34025.0,OPEN,1694312208
3392,BTC-USDT,BUY,0.51,33980.0,OPEN,1694312308
3393,BTC-USDT,SELL,0.91,34045.0,OPEN,1694312408
3394,BTC-USDT,SELL,0.45,34020.0,OPEN,1694312508
3394,,,,,CLOSED,1693976808
3395,BTC-USDT,BUY,0.5,33975.0,OPEN,1694312608
3396,BTC-USDT,SELL,0.9,34025.0,OPEN,1694312708
3396,,,,,CLOSED,1693981108
3397,BTC-USDT,SELL,0.95,34015.0,OPEN,1694312808
3397,,,,,CLOSED,1693977208
3398,BTC-USDT,BUY,0.76,33950.0,OPEN,1694312908
3399,BTC-USDT,SELL,0.98,34010.0,OPEN,1694313008
3399,,,,,CLOSED,1693974708
3400,BTC-USDT,BUY,0.85,33965.0,OPEN,1694313108
3401,BTC-USDT,SELL,0.32,34040.0,OPEN,1694313208
3402,BTC-USDT,SELL,0.42,34020.0,OPEN,1694313308
3403,BTC-USDT,BUY,0.55,33965.0,OPEN,1694313408
3404,BTC-USDT,SELL,0.67,34010.0,OPEN,1694313508
3405,BTC-USDT,SELL,0.78,34050.0,OPEN,1694313608
3406,BTC-USDT,SELL,0.54,34020.0,OPEN,1694313708
3407,BTC-USDT,SELL,0.29,34030.0,OPEN,1694313808
3408,BTC-USDT,SELL,0.78,34050.0,OPEN,1694313908
3408,,,,,CLOSED,1693973808
3409,BTC-USDT,BUY,0.57,33965.0,OPEN,1694314008
3409,,,,,CLOSED,1693976408
3410,BTC-USDT,SELL,0.41,34045.0,OPEN,1694314108
3410,,,,,CLOSED,1693980208
3411,BTC-USDT,BUY,0.44,33975.0,OPEN,1694314208
3412,BTC-USDT,SELL,0.95,34035.0,OPEN,1694314308
3413,BTC-USDT,BUY,0.28,33970.0,OPEN,1694314408
3413,,,,,CLOSED,1693977808
3414,BTC-USDT,BUY,0.94,33985.0,OPEN,1694314508
3415,BTC-USDT,SELL,0.9,34035.0,OPEN,1694314608
3416,BTC-USDT,BUY,0.71,33960.0,OPEN,1694314708
3416,,,,,CLOSED,1693975408
3417,BTC-USDT,SELL,0.39,34040.0,OPEN,1694314808
3417,,,,,CLOSED,1693974308
3418,BTC-USDT,BUY,0.27,33950.0,OPEN,1694314908
3419,BTC-USDT,SELL,0.13,34040.0,OPEN,1694315008
3420,BTC-USDT,SELL,0.94,34015.0,OPEN,1694315108
3421,BTC-USDT,BUY,0.15,33970.0,OPEN,1694315208
3421,,,,,CLOSED,1693974908
3422,BTC-USDT,SELL,0.37,34010.0,OPEN,1694315308
3423,BTC-USDT,SELL,0.23,34050.0,OPEN,1694315408
3424,BTC-USDT,BUY,0.83,33990.0,OPEN,1694315508
3424,,,,,CLOSED,1693980708
3425,BTC-USDT,BUY,0.89,33960.0,OPEN,1694315608
3426,BTC-USDT,SELL,0.29,34040.0,OPEN,1694315708
3426,,,,,CLOSED,1693975408
3427,BTC-USDT,SELL,0.11,34010.0,OPEN,1694315808
3427,,,,,CLOSED,1693974008
3428,BTC-USDT,BUY,0.15,33965.0,OPEN,1694315908
3428,,,,,CLOSED,1693980508
3429,BTC-USDT,BUY,0.98,33950.0,OPEN,1694316008
3430,BTC-USDT,BUY,0.88,33955.0,OPEN,1694316108
3431,BTC-USDT,SELL,0.54,34010.0,OPEN,1694316208
3432,BTC-USDT,SELL,0.84,34050.0,OPEN,1694316308
3433,BTC-USDT,SELL,0.3,34015.0,OPEN,1694316408
3433,,,,,CLOSED,1693974908
3434,BTC-USDT,SELL,0.39,34015.0,OPEN,1694316508
3435,BTC-USDT,SELL,0.43,34050.0,OPEN,1694316608
3436,BTC-USDT,SELL,0.37,34050.0,OPEN,1694316708
3437,BTC-USDT,BUY,0.66,33990.0,OPEN,1694316808
3438,BTC-USDT,BUY,0.23,33955.0,OPEN,1694316908
3438,,,,,CLOSED,1693974308
3439,BTC-USDT,BUY,0.87,33975.0,OPEN,1694317008
3440,BTC-USDT,BUY,0.33,33955.0,OPEN,1694317108
3440,,,,,CLOSED,1693983008
3441,BTC-USDT,BUY,0.9,33950.0,OPEN,1694317208
3441,,,,,CLOSED,1693977308
3442,BTC-USDT,BUY,0.95,33960.0,OPEN,1694317308
3443,BTC-USDT,SELL,0.77,34030.0,OPEN,1694317408
3444,BTC-USDT,BUY,0.95,33980.0,OPEN,1694317508
3445,BTC-USDT,SELL,0.58,34025.0,OPEN,1694317608
3446,BTC-USDT,BUY,0.31,33980.0,OPEN,1694317708
3447,BTC-USDT,BUY,0.45,33960.0,OPEN,1694317808
3448,BTC-USDT,SELL,0.31,34025.0,OPEN,1694317908
3448,,,,,CLOSED,1693981608
3449,BTC-USDT,BUY,0.58,33960.0,OPEN,1694318008
3450,BTC-USDT,SELL,0.65,34035.0,OPEN,1694318108
3451,BTC-USDT,SELL,0.93,34015.0,OPEN,1694318208
3452,BTC-USDT,BUY,0.2,33955.0,OPEN,1694318308
3453,BTC-USDT,BUY,0.2,33980.0,OPEN,1694318408
3454,BTC-USDT,BUY,0.24,33975.0,OPEN,1694318508
3455,BTC-USDT,BUY,0.12,33975.0,OPEN,1694318608
3456,BTC-USDT,SELL,0.47,34050.0,OPEN,1694318708
3456,,,,,CLOSED,1693976008
3457,BTC-USDT,SELL,0.4,34015.0,OPEN,1694318808
3457,,,,,CLOSED,1693976808
3458,BTC-USDT,BUY,0.65,33970.0,OPEN,1694318908
3458,,,,,CLOSED,1693977208
3459,BTC-USDT,SELL,0.4,34015.0,OPEN,1694319008
3460,BTC-USDT,BUY,0.21,33990.0,OPEN,1694319108
3461,BTC-USDT,SELL,0.12,34040.0,OPEN,1694319208
3461,,,,,CLOSED,1693975808
3462,BTC-USDT,BUY,0.98,33990.0,OPEN,1694319308
3463,BTC-USDT,BUY,0.88,33980.0,OPEN,1694319408
3463,,,,,CLOSED,1693980808
3464,BTC-USDT,SELL,0.24,34025.0,OPEN,1694319508
3465,BTC-USDT,SELL,0.32,34030.0,OPEN,1694319608
3466,BTC-USDT,SELL,0.67,34010.0,OPEN,1694319708
3466,,,,,CLOSED,1693980908
3467,BTC-USDT,SELL,0.99,34040.0,OPEN,1694319808
3468,BTC-USDT,BUY,0.13,33975.0,OPEN,1694319908
3468,,,,,CLOSED,1693975908
3469,BTC-USDT,BUY,0.71,33955.0,OPEN,1694320008
3470,BTC-USDT,BUY,0.89,33960.0,OPEN,1694320108
3470,,,,,CLOSED,1693973508
3471,BTC-USDT,SELL,0.15,34040.0,OPEN,1694320208
3471,,,,,CLOSED,1693982208
3472,BTC-USDT,SELL,0.91,34040.0,OPEN,1694320308
3473,BTC-USDT,BUY,0.13,33970.0,OPEN,1694320408
3473,,,,,CLOSED,1693974508
3474,BTC-USDT,SELL,0.81,34040.0,OPEN,1694320508
3474,,,,,CLOSED,1693973608
3475,BTC-USDT,SELL,0.26,34040.0,OPEN,1694320608
3476,BTC-USDT,BUY,0.8,33975.0,OPEN,1694320708
3477,BTC-USDT,SELL,0.69,34045.0,OPEN,1694320808
3477,,,,,CLOSED,1693978008
3478,BTC-USDT,BUY,0.98,33990.0,OPEN,1694320908
3479,BTC-USDT,SELL,0.58,34045.0,OPEN,1694321008
3479,,,,,CLOSED,1693974208
3480,BTC-USDT,BUY,0.13,33950.0,OPEN,1694321108
3480,,,,,CLOSED,1693976408
3481,BTC-USDT,BUY,0.36,33955.0,OPEN,1694321208
3482,BTC-USDT,SELL,0.49,34020.0,OPEN,1694321308
3483,BTC-USDT,SELL,0.62,34050.0,OPEN,1694321408
3484,BTC-USDT,SELL,0.32,34045.0,OPEN,1694321508
3484,,,,,CLOSED,1693979408
3485,BTC-USDT,SELL,0.98,34040.0,OPEN,1694321608
3486,BTC-USDT,SELL,0.73,34035.0,OPEN,1694321708
3487,BTC-USDT,SELL,0.8,34030.0,OPEN,1694321808
3488,BTC-USDT,BUY,0.19,33955.0,OPEN,1694321908
3488,,,,,CLOSED,1693978908
3489,BTC-USDT,BUY,0.16,33985.0,OPEN,1694322008
3490,BTC-USDT,SELL,0.28,34025.0,OPEN,1694322108
3491,BTC-USDT,SELL,0.64,34010.0,OPEN,1694322208
3491,,,,,CLOSED,1693973708
3492,BTC-USDT,SELL,0.99,34025.0,OPEN,1694322308
3493,BTC-USDT,SELL,0.24,34050.0,OPEN,1694322408
3493,,,,,CLOSED,1693979308
3494,BTC-USDT,BUY,0.5,33985.0,OPEN,1694322508
3495,BTC-USDT,SELL,0.63,34030.0,OPEN,1694322608
3496,BTC-USDT,SELL,0.35,34025.0,OPEN,1694322708
3497,BTC-USDT,SELL,0.12,34020.0,OPEN,1694322808
3497,,,,,CLOSED,1693978008
3498,BTC-USDT,BUY,0.36,33975.0,OPEN,1694322908
3498,,,,,CLOSED,1693981208
3499,BTC-USDT,BUY,0.96,33960.0,OPEN,1694323008
3500,BTC-USDT,BUY,0.72,33980.0,OPEN,1694323108
3501,BTC-USDT,SELL,0.11,34020.0,OPEN,1694323208
3501,,,,,CLOSED,1693981208
3502,BTC-USDT,BUY,0.5,33950.0,OPEN,1694323308
3502,,,,,CLOSED,1693980908
3503,BTC-USDT,BUY,0.75,33960.0,OPEN,1694323408
3504,BTC-USDT,BUY,0.51,33985.0,OPEN,1694323508
3505,BTC-USDT,BUY,0.99,33960.0,OPEN,1694323608
3506,BTC-USDT,BUY,0.66,33980.0,OPEN,1694323708
3507,BTC-USDT,BUY,0.76,33980.0,OPEN,1694323808
3508,BTC-USDT,BUY,0.89,33975.0,OPEN,1694323908
3509,BTC-USDT,BUY,0.72,33950.0,OPEN,1694324008
3510,BTC-USDT,BUY,0.29,33955.0,OPEN,1694324108
3510,,,,,CLOSED,1693980108
3511,BTC-USDT,BUY,0.66,33970.0,OPEN,1694324208
3511,,,,,CLOSED,1693981108
3512,BTC-USDT,BUY,0.29,33950.0,OPEN,1694324308
3513,BTC-USDT,BUY,0.2,33975.0,OPEN,1694324408
3514,BTC-USDT,BUY,0.6,33985.0,OPEN,1694324508
3514,,,,,CLOSED,1693981108
3515,BTC-USDT,BUY,0.19,33950.0,OPEN,1694324608
3516,BTC-USDT,SELL,0.22,34010.0,OPEN,1694324708
3517,BTC-USDT,SELL,0.25,34045.0,OPEN,1694324808
3518,BTC-USDT,SELL,0.39,34040.0,OPEN,1694324908
3518,,,,,CLOSED,1693980008
3519,BTC-USDT,SELL,0.22,34025.0,OPEN,1694325008
3519,,,,,CLOSED,1693981008
3520,BTC-USDT,SELL,0.17,34015.0,OPEN,1694325108
3520,,,,,CLOSED,1693981008
3521,BTC-USDT,BUY,0.66,33965.0,OPEN,1694325208
3522,BTC-USDT,SELL,0.46,34015.0,OPEN,1694325308
3522,,,,,CLOSED,1693973508
3523,BTC-USDT,BUY,0.72,33985.0,OPEN,1694325408
3524,BTC-USDT,SELL,0.3,34025.0,OPEN,1694325508
3525,BTC-USDT,SELL,0.95,34030.0,OPEN,1694325608
3525,,,,,CLOSED,1693982908
3526,BTC-USDT,BUY,0.23,33975.0,OPEN,1694325708
3527,BTC-USDT,SELL,0.75,34050.0,OPEN,1694325808
3527,,,,,CLOSED,1693981908
3528,BTC-USDT,BUY,0.42,33990.0,OPEN,1694325908
3529,BTC-USDT,BUY,0.28,33965.0,OPEN,1694326008
3529,,,,,CLOSED,1693978308
3530,BTC-USDT,BUY,0.77,33950.0,OPEN,1694326108
3531,BTC-USDT,BUY,0.69,33985.0,OPEN,1694326208
3532,BTC-USDT,BUY,0.85,33950.0,OPEN,1694326308
3533,BTC-USDT,SELL,1.0,34045.0,OPEN,1694326408
3533,,,,,CLOSED,1693981208
3534,BTC-USDT,SELL,0.65,34050.0,OPEN,1694326508
3535,BTC-USDT,SELL,0.18,34025.0,OPEN,1694326608
3535,,,,,CLOSED,1693974008
3536,BTC-USDT,SELL,0.26,34035.0,OPEN,1694326708
3537,BTC-USDT,SELL,0.76,34020.0,OPEN,1694326808
3537,,,,,CLOSED,1693982108
3538,BTC-USDT,SELL,0.1,34030.0,OPEN,1694326908
3538,,,,,CLOSED,1693977008
3539,BTC-USDT,SELL,0.94,34035.0,OPEN,1694327008
3539,,,,,CLOSED,1693980608
3540,BTC-USDT,BUY,0.15,33965.0,OPEN,1694327108
3540,,,,,CLOSED,1693974108
3541,BTC-USDT,SELL,0.49,34035.0,OPEN,1694327208
3541,,,,,CLOSED,1693978108
3542,BTC-USDT,BUY,0.69,33990.0,OPEN,1694327308
3543,BTC-USDT,BUY,0.8,33965.0,OPEN,1694327408
3543,,,,,CLOSED,1693982608
3544,BTC-USDT,SELL,0.8,34050.0,OPEN,1694327508
3545,BTC-USDT,SELL,0.38,34030.0,OPEN,1694327608
3546,BTC-USDT,SELL,0.73,34020.0,OPEN,1694327708
3546,,,,,CLOSED,1693978908
3547,BTC-USDT,BUY,0.98,33950.0,OPEN,1694327808
3548,BTC-USDT,BUY,0.85,33950.0,OPEN,1694327908
3549,BTC-USDT,BUY,0.87,33970.0,OPEN,1694328008
3550,BTC-USDT,BUY,0.5,33975.0,OPEN,1694328108
3551,BTC-USDT,SELL,0.26,34015.0,OPEN,1694328208
3552,BTC-USDT,SELL,0.67,34025.0,OPEN,1694328308
3553,BTC-USDT,SELL,0.82,34040.0,OPEN,1694328408
3553,,,,,CLOSED,1693974308
3554,BTC-USDT,BUY,0.56,33990.0,OPEN,1694328508
3555,BTC-USDT,SELL,0.41,34015.0,OPEN,1694328608
3556,BTC-USDT,BUY,0.25,33955.0,OPEN,1694328708
3557,BTC-USDT,BUY,0.44,33985.0,OPEN,1694328808
3558,BTC-USDT,BUY,0.55,33970.0,OPEN,1694328908
3559,BTC-USDT,BUY,0.49,33965.0,OPEN,1694329008
3560,BTC-USDT,BUY,0.2,33950.0,OPEN,1694329108
3561,BTC-USDT,BUY,0.26,33955.0,OPEN,1694329208
3562,BTC-USDT,BUY,0.31,33970.0,OPEN,1694329308
3563,BTC-USDT,BUY,0.11,33985.0,OPEN,1694329408
3564,BTC-USDT,SELL,0.36,34035.0,OPEN,1694329508
3565,BTC-USDT,SELL,0.43,34015.0,OPEN,1694329608
3566,BTC-USDT,SELL,0.87,34010.0,OPEN,1694329708
3567,BTC-USDT,BUY,0.12,33965.0,OPEN,1694329808
3568,BTC-USDT,BUY,0.99,33985.0,OPEN,1694329908
3568,,,,,CLOSED,1693982508
3569,BTC-USDT,BUY,0.97,33985.0,OPEN,1694330008
3569,,,,,CLOSED,1693980108
3570,BTC-USDT,SELL,0.81,34010.0,OPEN,1694330108
3571,BTC-USDT,SELL,0.99,34025.0,OPEN,1694330208
3572,BTC-USDT,BUY,0.8,33955.0,OPEN,1694330308
3573,BTC-USDT,SELL,0.81,34035.0,OPEN,1694330408
3574,BTC-USDT,BUY,0.38,33965.0,OPEN,1694330508
3575,BTC-USDT,SELL,0.95,34050.0,OPEN,1694330608
3576,BTC-USDT,BUY,0.77,33955.0,OPEN,1694330708
3577,BTC-USDT,SELL,0.62,34025.0,OPEN,1694330808
3577,,,,,CLOSED,1693974008
3578,BTC-USDT,BUY,0.59,33955.0,OPEN,1694330908
3579,BTC-USDT,SELL,0.17,34050.0,OPEN,1694331008
3580,BTC-USDT,BUY,0.85,33950.0,OPEN,1694331108
3581,BTC-USDT,SELL,0.87,34050.0,OPEN,1694331208
3582,BTC-USDT,SELL,0.36,34050.0,OPEN,1694331308
3583,BTC-USDT,BUY,0.56,33950.0,OPEN,1694331408
3583,,,,,CLOSED,1693976308
3584,BTC-USDT,BUY,0.44,33965.0,OPEN,1694331508
3585,BTC-USDT,SELL,0.13,34050.0,OPEN,1694331608
3585,,,,,CLOSED,1693979208
3586,BTC-USDT,BUY,0.4,33955.0,OPEN,1694331708
3586,,,,,CLOSED,1693979708
3587,BTC-USDT,SELL,0.24,34010.0,OPEN,1694331808
3588,BTC-USDT,SELL,0.42,34010.0,OPEN,1694331908
3589,BTC-USDT,SELL,0.23,34050.0,OPEN,1694332008
3589,,,,,CLOSED,1693973708
3590,BTC-USDT,BUY,0.84,33950.0,OPEN,1694332108
3591,BTC-USDT,SELL,0.66,34050.0,OPEN,1694332208
3592,BTC-USDT,BUY,0.85,33985.0,OPEN,1694332308
3593,BTC-USDT,BUY,0.88,33985.0,OPEN,1694332408
3594,BTC-USDT,BUY,0.84,33955.0,OPEN,1694332508
3595,BTC-USDT,BUY,0.95,33980.0,OPEN,1694332608
3596,BTC-USDT,BUY,0.76,33955.0,OPEN,1694332708
3597,BTC-USDT,SELL,0.53,34025.0,OPEN,1694332808
3597,,,,,CLOSED,1693981008
3598,BTC-USDT,BUY,0.5,33980.0,OPEN,1694332908
3599,BTC-USDT,SELL,0.67,34035.0,OPEN,1694333008
3600,BTC-USDT,SELL,0.3,34035.0,OPEN,1694333108
3601,BTC-USDT,BUY,0.54,33955.0,OPEN,1694333208
3602,BTC-USDT,BUY,0.52,33985.0,OPEN,1694333308
3603,BTC-USDT,BUY,0.63,33980.0,OPEN,1694333408
3604,BTC-USDT,SELL,0.43,34025.0,OPEN,1694333508
3605,BTC-USDT,BUY,0.2,33950.0,OPEN,1694333608
3605,,,,,CLOSED,1693982308
3606,BTC-USDT,BUY,0.83,33980.0,OPEN,1694333708
3607,BTC-USDT,BUY,0.4,33975.0,OPEN,1694333808
3607,,,,,CLOSED,1693981008
3608,BTC-USDT,SELL,0.16,34025.0,OPEN,1694333908
3608,,,,,CLOSED,1693978508
3609,BTC-USDT,BUY,0.12,33960.0,OPEN,1694334008
3610,BTC-USDT,BUY,0.49,33975.0,OPEN,1694334108
3611,BTC-USDT,BUY,0.77,33990.0,OPEN,1694334208
3611,,,,,CLOSED,1693981308
3612,BTC-USDT,SELL,0.82,34035.0,OPEN,1694334308
3612,,,,,CLOSED,1693974008
3613,BTC-USDT,BUY,0.5,33985.0,OPEN,1694334408
3614,BTC-USDT,SELL,0.43,34040.0,OPEN,1694334508
3615,BTC-USDT,BUY,0.97,33975.0,OPEN,1694334608
3616,BTC-USDT,SELL,0.15,34045.0,OPEN,1694334708
3616,,,,,CLOSED,1693979808
3617,BTC-USDT,BUY,0.16,33975.0,OPEN,1694334808
3618,BTC-USDT,SELL,0.19,34030.0,OPEN,1694334908
3619,BTC-USDT,BUY,0.38,33990.0,OPEN,1694335008
3619,,,,,CLOSED,1693975408
3620,BTC-USDT,BUY,0.61,33990.0,OPEN,1694335108
3620,,,,,CLOSED,1693977908
3621,BTC-USDT,SELL,0.87,34010.0,OPEN,1694335208
3622,BTC-USDT,SELL,0.78,34015.0,OPEN,1694335308
3623,BTC-USDT,SELL,0.19,34035.0,OPEN,1694335408
3623,,,,,CLOSED,1693974008
3624,BTC-USDT,SELL,0.37,34015.0,OPEN,1694335508
3625,BTC-USDT,BUY,0.12,33950.0,OPEN,1694335608
3625,,,,,CLOSED,1693979408
3626,BTC-USDT,BUY,0.68,33980.0,OPEN,1694335708
3627,BTC-USDT,BUY,0.3,33965.0,OPEN,1694335808
3628,BTC-USDT,BUY,0.27,33970.0,OPEN,1694335908
3628,,,,,CLOSED,1693974608
3629,BTC-USDT,SELL,0.85,34030.0,OPEN,1694336008
3630,BTC-USDT,SELL,0.62,34050.0,OPEN,1694336108
3630,,,,,CLOSED,1693974108
3631,BTC-USDT,SELL,0.4,34045.0,OPEN,1694336208
3631,,,,,CLOSED,1693977108
3632,BTC-USDT,SELL,0.63,34025.0,OPEN,1694336308
3632,,,,,CLOSED,1693979408
3633,BTC-USDT,SELL,0.3,34040.0,OPEN,1694336408
3634,BTC-USDT,BUY,0.17,33955.0,OPEN,1694336508
3635,BTC-USDT,SELL,0.55,34050.0,OPEN,1694336608
3636,BTC-USDT,SELL,0.98,34040.0,OPEN,1694336708
3637,BTC-USDT,BUY,0.81,33950.0,OPEN,1694336808
3638,BTC-USDT,BUY,0.65,33990.0,OPEN,1694336908
3639,BTC-USDT,BUY,0.94,33955.0,OPEN,1694337008
3640,BTC-USDT,BUY,0.14,33960.0,OPEN,1694337108
3640,,,,,CLOSED,1693980408
3641,BTC-USDT,SELL,0.16,34025.0,OPEN,1694337208
3642,BTC-USDT,SELL,0.3,34025.0,OPEN,1694337308
3643,BTC-USDT,SELL,0.49,34010.0,OPEN,1694337408
3644,BTC-USDT,SELL,0.74,34015.0,OPEN,1694337508
3645,BTC-USDT,BUY,0.4,33965.0,OPEN,1694337608
3645,,,,,CLOSED,1693979808
3646,BTC-USDT,SELL,0.52,34040.0,OPEN,1694337708
3647,BTC-USDT,SELL,0.14,34045.0,OPEN,1694337808
3648,BTC-USDT,BUY,0.93,33975.0,OPEN,1694337908
3649,BTC-USDT,BUY,0.39,33960.0,OPEN,1694338008
3650,BTC-USDT,SELL,0.77,34030.0,OPEN,1694338108
3651,BTC-USDT,SELL,0.91,34040.0,OPEN,1694338208
3652,BTC-USDT,BUY,0.2,33955.0,OPEN,1694338308
3653,BTC-USDT,SELL,0.15,34050.0,OPEN,1694338408
3653,,,,,CLOSED,1693975708
3654,BTC-USDT,BUY,0.71,33965.0,OPEN,1694338508
3655,BTC-USDT,BUY,0.92,33980.0,OPEN,1694338608
3656,BTC-USDT,BUY,0.56,33950.0,OPEN,1694338708
3656,,,,,CLOSED,1693975208
3657,BTC-USDT,BUY,0.83,33970.0,OPEN,1694338808
3658,BTC-USDT,BUY,0.66,33985.0,OPEN,1694338908
3659,BTC-USDT,SELL,0.58,34040.0,OPEN,1694339008
3660,BTC-USDT,SELL,0.62,34035.0,OPEN,1694339108
3661,BTC-USDT,SELL,0.59,34045.0,OPEN,1694339208
3661,,,,,CLOSED,1693976708
3662,BTC-USDT,SELL,0.68,34025.0,OPEN,1694339308
3663,BTC-USDT,SELL,0.34,34010.0,OPEN,1694339408
3664,BTC-USDT,SELL,0.75,34045.0,OPEN,1694339508
3664,,,,,CLOSED,1693974808
3665,BTC-USDT,BUY,0.49,33960.0,OPEN,1694339608
3666,BTC-USDT,BUY,0.45,33960.0,OPEN,1694339708
3666,,,,,CLOSED,1693980808
3667,BTC-USDT,SELL,0.25,34050.0,OPEN,1694339808
3667,,,,,CLOSED,1693982008
3668,BTC-USDT,BUY,0.45,33975.0,OPEN,1694339908
3668,,,,,CLOSED,1693978808
3669,BTC-USDT,BUY,0.14,33960.0,OPEN,1694340008
3670,BTC-USDT,BUY,0.92,33970.0,OPEN,1694340108
3671,BTC-USDT,BUY,0.55,33975.0,OPEN,1694340208
3672,BTC-USDT,BUY,0.1,33950.0,OPEN,1694340308
3673,BTC-USDT,SELL,0.7,34035.0,OPEN,1694340408
3674,BTC-USDT,BUY,0.65,33970.0,OPEN,1694340508
3675,BTC-USDT,SELL,0.97,34025.0,OPEN,1694340608
3675,,,,,CLOSED,1693973608
3676,BTC-USDT,SELL,0.65,34035.0,OPEN,1694340708
3677,BTC-USDT,SELL,0.26,34040.0,OPEN,1694340808
3678,BTC-USDT,BUY,0.89,33965.0,OPEN,1694340908
3679,BTC-USDT,SELL,0.44,34030.0,OPEN,1694341008
3680,BTC-USDT,SELL,0.26,34020.0,OPEN,1694341108
3680,,,,,CLOSED,1693976708
3681,BTC-USDT,BUY,0.44,33970.0,OPEN,1694341208
3682,BTC-USDT,BUY,0.32,33965.0,OPEN,1694341308
3683,BTC-USDT,SELL,0.94,34010.0,OPEN,1694341408
3684,BTC-USDT,SELL,0.51,34030.0,OPEN,1694341508
3685,BTC-USDT,BUY,0.62,33970.0,OPEN,1694341608
3686,BTC-USDT,BUY,0.19,33980.0,OPEN,1694341708
3686,,,,,CLOSED,1693979308
3687,BTC-USDT,BUY,0.54,33950.0,OPEN,1694341808
3687,,,,,CLOSED,1693980808
3688,BTC-USDT,BUY,0.45,33965.0,OPEN,1694341908
3689,BTC-USDT,SELL,0.7,34045.0,OPEN,1694342008
3690,BTC-USDT,BUY,0.93,33950.0,OPEN,1694342108
3690,,,,,CLOSED,1693974808
3691,BTC-USDT,SELL,0.79,34025.0,OPEN,1694342208
3691,,,,,CLOSED,1693981108
3692,BTC-USDT,BUY,0.68,33950.0,OPEN,1694342308
3693,BTC-USDT,BUY,0.55,33970.0,OPEN,1694342408
3693,,,,,CLOSED,1693980908
3694,BTC-USDT,BUY,0.54,33980.0,OPEN,1694342508
3695,BTC-USDT,SELL,0.75,34025.0,OPEN,1694342608
